GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,195,195,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,260,260,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,434,434,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,186,186,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,248,248,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,414,414,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,179,179,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,235,235,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,396,396,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,171,171,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,225,225,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,378,378,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,163,163,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,215,215,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,363,363,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,157,157,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,206,206,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,350,350,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,152,152,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,198,198,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,339,339,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,147,147,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,192,192,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,332,332,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,144,144,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,188,188,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2002,2002,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,327,327,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2002,2002,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,142,142,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2002,2002,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,185,185,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2003,2003,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,324,324,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2003,2003,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,141,141,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2003,2003,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,183,183,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2004,2004,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,323,323,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2004,2004,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,140,140,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2004,2004,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,183,183,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2005,2005,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,323,323,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2005,2005,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,141,141,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2005,2005,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,182,182,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2006,2006,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,325,325,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2006,2006,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,142,142,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2006,2006,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,183,183,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2007,2007,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,326,326,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2007,2007,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,142,142,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2007,2007,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,184,184,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2008,2008,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,325,325,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2008,2008,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,142,142,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2008,2008,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,183,183,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2009,2009,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,324,324,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2009,2009,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,141,141,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2009,2009,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,183,183,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2010,2010,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,321,321,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2010,2010,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,140,140,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2010,2010,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,181,181,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2011,2011,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,317,317,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2011,2011,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,138,138,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2011,2011,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,179,179,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2012,2012,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,312,312,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2012,2012,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,136,136,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2012,2012,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,176,176,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2013,2013,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,308,308,null,null,null,null,null
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,null,2013,2013,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,134,134,null,null,null,null,null
